lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-11114,2025-04-27 00:00:00,LinkedIn,6-15 agents,7,Setter A,Closer D
L-11115,2025-03-13 00:00:00,LinkedIn,16+ agents,10,Setter B,Closer C
L-11116,2025-04-15 00:00:00,Cold Outreach,Solo,8,Setter C,Closer B
L-11117,2025-06-29 00:00:00,Google Search,16+ agents,8,Setter B,Closer A
L-11118,2025-03-21 00:00:00,Meta,2-5 agents,7,Setter A,Closer C
L-11119,2025-06-22 00:00:00,LinkedIn,16+ agents,9,Setter C,Closer C
L-11120,2025-06-11 00:00:00,Google Search,Solo,7,Setter A,Closer A
L-11121,2025-02-25 00:00:00,LinkedIn,16+ agents,9,Setter B,Closer B
L-11122,2025-05-29 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-11123,2025-02-22 00:00:00,TikTok,6-15 agents,5,Setter A,Closer A
L-11124,2025-06-02 00:00:00,Google Search,Solo,6,Setter C,Closer D
L-11125,2025-06-25 00:00:00,TikTok,6-15 agents,4,Setter C,Closer C
L-11126,2025-04-11 00:00:00,Google Search,16+ agents,7,Setter A,Closer D
L-11127,2025-05-11 00:00:00,Referral,2-5 agents,9,Setter C,Closer A
L-11128,2025-04-04 00:00:00,TikTok,2-5 agents,1,Setter C,Closer A
L-11129,2025-06-04 00:00:00,Google Search,16+ agents,4,Setter B,Closer C
L-11130,2025-04-16 00:00:00,Cold Outreach,2-5 agents,8,Setter C,Closer C
L-11131,2025-02-18 00:00:00,Google Search,6-15 agents,8,Setter A,Closer B
L-11132,2025-06-14 00:00:00,TikTok,Solo,3,Setter A,Closer C
L-11133,2025-05-03 00:00:00,LinkedIn,16+ agents,10,Setter B,Closer C
L-11134,2025-05-23 00:00:00,Cold Outreach,6-15 agents,4,Setter C,Closer C
L-11135,2025-05-16 00:00:00,Meta,16+ agents,8,Setter C,Closer D
L-11136,2025-06-09 00:00:00,Cold Outreach,Solo,5,Setter C,Closer A
L-11137,2025-05-22 00:00:00,Meta,2-5 agents,4,Setter C,Closer A
L-11138,2025-04-19 00:00:00,Google Search,Solo,4,Setter A,Closer A
L-11139,2025-05-06 00:00:00,Meta,Solo,3,Setter C,Closer D
L-11140,2025-06-06 00:00:00,Google Search,Solo,8,Setter B,Closer D
L-11141,2025-05-01 00:00:00,Google Search,16+ agents,3,Setter C,Closer B
L-11142,2025-03-26 00:00:00,Google Search,16+ agents,6,Setter C,Closer B
L-11143,2025-06-17 00:00:00,Meta,Solo,6,Setter B,Closer B
L-11144,2025-06-09 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-11145,2025-02-24 00:00:00,Cold Outreach,Solo,3,Setter C,Closer A
L-11146,2025-03-18 00:00:00,Meta,6-15 agents,8,Setter A,Closer C
L-11147,2025-06-28 00:00:00,Google Search,16+ agents,3,Setter A,Closer D
L-11148,2025-02-27 00:00:00,Cold Outreach,2-5 agents,5,Setter B,Closer B
L-11149,2025-03-19 00:00:00,Meta,6-15 agents,8,Setter C,Closer B
L-11150,2025-03-22 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer A
L-11151,2025-04-05 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-11152,2025-06-07 00:00:00,Meta,16+ agents,3,Setter A,Closer A
L-11153,2025-06-19 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-11154,2025-06-05 00:00:00,Meta,16+ agents,5,Setter A,Closer C
L-11155,2025-06-25 00:00:00,Cold Outreach,Solo,4,Setter B,Closer D
L-11156,2025-04-06 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer C
L-11157,2025-01-20 00:00:00,Meta,2-5 agents,8,Setter C,Closer A
L-11158,2025-06-11 00:00:00,Google Search,2-5 agents,5,Setter C,Closer A
L-11159,2025-06-06 00:00:00,Google Search,Solo,5,Setter C,Closer C
L-11160,2025-02-26 00:00:00,Google Search,2-5 agents,8,Setter C,Closer D
L-11161,2025-06-13 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer D
L-11162,2025-05-11 00:00:00,Meta,2-5 agents,4,Setter C,Closer D
L-11163,2025-04-05 00:00:00,TikTok,16+ agents,2,Setter A,Closer D
L-11164,2025-04-16 00:00:00,Meta,2-5 agents,7,Setter C,Closer D
L-11165,2025-06-17 00:00:00,Meta,Solo,7,Setter C,Closer C
L-11166,2025-03-15 00:00:00,Meta,6-15 agents,8,Setter C,Closer A
L-11167,2025-05-26 00:00:00,TikTok,Solo,1,Setter C,Closer D
L-11168,2025-06-14 00:00:00,TikTok,2-5 agents,4,Setter B,Closer B
L-11169,2025-06-23 00:00:00,Meta,Solo,4,Setter A,Closer C
L-11170,2025-05-10 00:00:00,Meta,6-15 agents,8,Setter B,Closer D
L-11171,2025-05-06 00:00:00,Google Search,Solo,3,Setter C,Closer A
L-11172,2025-06-21 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer D
L-11173,2025-03-01 00:00:00,Google Search,2-5 agents,3,Setter A,Closer B
L-11174,2025-06-17 00:00:00,Meta,2-5 agents,4,Setter C,Closer C
L-11175,2025-06-12 00:00:00,Cold Outreach,6-15 agents,3,Setter A,Closer A
L-11176,2025-06-14 00:00:00,Google Search,Solo,3,Setter C,Closer A
L-11177,2025-06-20 00:00:00,Meta,6-15 agents,7,Setter C,Closer B
L-11178,2025-06-21 00:00:00,Meta,16+ agents,5,Setter C,Closer D
L-11179,2025-05-26 00:00:00,Meta,2-5 agents,3,Setter C,Closer C
L-11180,2025-03-25 00:00:00,Meta,16+ agents,5,Setter A,Closer A
L-11181,2025-03-25 00:00:00,Meta,Solo,6,Setter C,Closer A
L-11182,2025-05-11 00:00:00,Google Search,6-15 agents,6,Setter B,Closer B
L-11183,2025-01-16 00:00:00,Referral,Solo,9,Setter A,Closer C
L-11184,2025-06-12 00:00:00,TikTok,2-5 agents,2,Setter A,Closer A
L-11185,2025-06-11 00:00:00,Google Search,2-5 agents,8,Setter A,Closer C
L-11186,2025-04-07 00:00:00,LinkedIn,Solo,7,Setter C,Closer B
L-11187,2025-05-07 00:00:00,Google Search,6-15 agents,8,Setter A,Closer C
L-11188,2025-06-13 00:00:00,Google Search,Solo,6,Setter C,Closer A
L-11189,2025-06-05 00:00:00,Google Search,Solo,3,Setter B,Closer D
L-11190,2025-03-14 00:00:00,Cold Outreach,6-15 agents,3,Setter C,Closer B
L-11191,2025-05-17 00:00:00,Google Search,6-15 agents,3,Setter C,Closer A
L-11192,2025-06-06 00:00:00,Cold Outreach,16+ agents,4,Setter A,Closer C
L-11193,2025-05-01 00:00:00,TikTok,16+ agents,2,Setter C,Closer D
L-11194,2025-06-14 00:00:00,Google Search,2-5 agents,6,Setter C,Closer A
L-11195,2025-05-25 00:00:00,Meta,6-15 agents,5,Setter A,Closer D
L-11196,2025-04-19 00:00:00,Google Search,6-15 agents,6,Setter B,Closer B
L-11197,2025-04-19 00:00:00,Cold Outreach,16+ agents,7,Setter C,Closer B
L-11198,2025-05-27 00:00:00,Cold Outreach,2-5 agents,4,Setter C,Closer D
L-11199,2025-03-15 00:00:00,Google Search,16+ agents,4,Setter C,Closer C
L-11200,2025-06-10 00:00:00,Meta,2-5 agents,4,Setter B,Closer B
L-11201,2025-04-09 00:00:00,Google Search,Solo,8,Setter A,Closer C
L-11202,2025-02-16 00:00:00,Meta,2-5 agents,8,Setter C,Closer B
L-11203,2025-04-17 00:00:00,Cold Outreach,2-5 agents,6,Setter A,Closer D
L-11204,2025-04-04 00:00:00,Meta,16+ agents,3,Setter C,Closer C
L-11205,2025-06-11 00:00:00,Cold Outreach,Solo,4,Setter C,Closer C
L-11206,2025-04-01 00:00:00,TikTok,2-5 agents,4,Setter C,Closer C
L-11207,2025-02-27 00:00:00,TikTok,Solo,5,Setter B,Closer A
L-11208,2025-03-25 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer C
L-11209,2025-01-17 00:00:00,Meta,2-5 agents,7,Setter C,Closer B
L-11210,2025-05-02 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-11211,2025-02-26 00:00:00,Google Search,2-5 agents,4,Setter A,Closer C
L-11212,2025-03-21 00:00:00,Meta,2-5 agents,6,Setter C,Closer B
L-11213,2025-03-13 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-11214,2025-03-23 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer B
L-11215,2025-03-30 00:00:00,TikTok,2-5 agents,4,Setter C,Closer D
L-11216,2025-06-27 00:00:00,Meta,2-5 agents,7,Setter C,Closer C
L-11217,2025-05-14 00:00:00,Meta,2-5 agents,7,Setter A,Closer B
L-11218,2025-05-13 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-11219,2025-03-30 00:00:00,Meta,6-15 agents,6,Setter A,Closer C
L-11220,2025-05-09 00:00:00,Meta,Solo,3,Setter A,Closer A
L-11221,2025-06-08 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer A
L-11222,2025-04-11 00:00:00,Google Search,16+ agents,3,Setter B,Closer B
L-11223,2025-05-05 00:00:00,Meta,6-15 agents,3,Setter B,Closer C
L-11224,2025-03-13 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer D
L-11225,2025-02-26 00:00:00,Meta,16+ agents,5,Setter A,Closer A
L-11226,2025-06-22 00:00:00,Meta,2-5 agents,7,Setter B,Closer C
L-11227,2025-05-27 00:00:00,Meta,6-15 agents,3,Setter C,Closer C
L-11228,2025-02-17 00:00:00,Meta,2-5 agents,5,Setter B,Closer B
L-11229,2025-04-10 00:00:00,Meta,6-15 agents,7,Setter A,Closer D
L-11230,2025-05-05 00:00:00,TikTok,16+ agents,5,Setter A,Closer B
L-11231,2025-06-28 00:00:00,Meta,Solo,8,Setter C,Closer C
L-11232,2025-05-23 00:00:00,Meta,16+ agents,5,Setter A,Closer C
L-11233,2025-04-10 00:00:00,Meta,Solo,5,Setter B,Closer A
L-11234,2025-06-09 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer D
L-11235,2025-03-03 00:00:00,TikTok,6-15 agents,3,Setter C,Closer A
L-11236,2025-05-18 00:00:00,TikTok,2-5 agents,4,Setter C,Closer C
L-11237,2025-04-10 00:00:00,TikTok,2-5 agents,2,Setter A,Closer C
L-11238,2025-03-24 00:00:00,Cold Outreach,Solo,5,Setter A,Closer C
L-11239,2025-05-27 00:00:00,LinkedIn,16+ agents,9,Setter B,Closer D
L-11240,2025-06-10 00:00:00,LinkedIn,6-15 agents,10,Setter A,Closer A
L-11241,2025-06-02 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-11242,2025-04-02 00:00:00,Google Search,6-15 agents,8,Setter A,Closer D
L-11243,2025-04-20 00:00:00,Cold Outreach,Solo,6,Setter B,Closer B
L-11244,2025-06-19 00:00:00,Referral,2-5 agents,8,Setter C,Closer A
L-11245,2025-06-12 00:00:00,Meta,Solo,6,Setter C,Closer D
L-11246,2025-06-12 00:00:00,Meta,2-5 agents,4,Setter B,Closer D
L-11247,2025-06-16 00:00:00,Google Search,6-15 agents,7,Setter A,Closer B
L-11248,2025-06-29 00:00:00,Google Search,16+ agents,7,Setter A,Closer B
L-11249,2025-03-01 00:00:00,Meta,Solo,6,Setter B,Closer D
L-11250,2025-06-20 00:00:00,TikTok,Solo,2,Setter C,Closer D
L-11251,2025-03-28 00:00:00,Google Search,16+ agents,4,Setter C,Closer D
L-11252,2025-05-05 00:00:00,Meta,6-15 agents,3,Setter B,Closer D
L-11253,2025-03-22 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-11254,2025-04-24 00:00:00,TikTok,Solo,3,Setter A,Closer D
L-11255,2025-06-27 00:00:00,Google Search,2-5 agents,8,Setter B,Closer B
L-11256,2025-04-16 00:00:00,Meta,Solo,8,Setter C,Closer D
L-11257,2025-06-29 00:00:00,Google Search,16+ agents,5,Setter B,Closer C
L-11258,2025-03-20 00:00:00,Google Search,2-5 agents,7,Setter A,Closer C
L-11259,2025-06-15 00:00:00,Google Search,2-5 agents,7,Setter C,Closer D
L-11260,2025-04-14 00:00:00,Meta,Solo,6,Setter C,Closer C
L-11261,2025-05-23 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer C
L-11262,2025-05-21 00:00:00,Google Search,Solo,7,Setter C,Closer D
L-11263,2025-01-27 00:00:00,TikTok,16+ agents,1,Setter B,Closer D
L-11264,2025-05-13 00:00:00,Meta,6-15 agents,3,Setter B,Closer C
L-11265,2025-06-19 00:00:00,Meta,6-15 agents,5,Setter C,Closer D
L-11266,2025-06-06 00:00:00,Google Search,Solo,7,Setter C,Closer C
L-11267,2025-01-25 00:00:00,TikTok,16+ agents,1,Setter C,Closer C
L-11268,2025-02-09 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer D
L-11269,2025-06-29 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-11270,2025-03-22 00:00:00,Cold Outreach,Solo,5,Setter A,Closer B
L-11271,2025-05-11 00:00:00,Meta,2-5 agents,3,Setter C,Closer B
L-11272,2025-04-23 00:00:00,Google Search,6-15 agents,4,Setter A,Closer C
L-11273,2025-05-10 00:00:00,Google Search,Solo,5,Setter B,Closer A
L-11274,2025-01-26 00:00:00,Meta,Solo,8,Setter A,Closer D
L-11275,2025-04-22 00:00:00,Cold Outreach,6-15 agents,7,Setter A,Closer A
L-11276,2025-05-06 00:00:00,Referral,6-15 agents,10,Setter C,Closer B
L-11277,2025-03-10 00:00:00,Meta,6-15 agents,7,Setter A,Closer B
L-11278,2025-04-11 00:00:00,LinkedIn,Solo,8,Setter B,Closer D
L-11279,2025-06-13 00:00:00,Referral,6-15 agents,10,Setter A,Closer D
L-11280,2025-03-07 00:00:00,Meta,Solo,3,Setter A,Closer D
L-11281,2025-05-08 00:00:00,LinkedIn,6-15 agents,8,Setter B,Closer C
L-11282,2025-02-02 00:00:00,LinkedIn,6-15 agents,8,Setter B,Closer A
L-11283,2025-03-04 00:00:00,Cold Outreach,Solo,6,Setter C,Closer A
L-11284,2025-06-04 00:00:00,LinkedIn,2-5 agents,7,Setter A,Closer C
L-11285,2025-04-08 00:00:00,Meta,2-5 agents,3,Setter B,Closer D
L-11286,2025-06-20 00:00:00,Referral,Solo,8,Setter B,Closer C
L-11287,2025-05-13 00:00:00,Meta,16+ agents,7,Setter B,Closer D
L-11288,2025-02-20 00:00:00,TikTok,16+ agents,2,Setter B,Closer C
L-11289,2025-02-21 00:00:00,TikTok,Solo,4,Setter A,Closer D
L-11290,2025-06-23 00:00:00,LinkedIn,16+ agents,7,Setter A,Closer C
L-11291,2025-04-10 00:00:00,Google Search,2-5 agents,8,Setter A,Closer A
L-11292,2025-06-27 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer B
L-11293,2025-05-25 00:00:00,Meta,2-5 agents,6,Setter B,Closer A
L-11294,2025-05-15 00:00:00,Google Search,6-15 agents,4,Setter B,Closer A
L-11295,2025-04-27 00:00:00,Meta,16+ agents,4,Setter B,Closer B
L-11296,2025-06-20 00:00:00,Meta,Solo,5,Setter B,Closer C
L-11297,2025-06-04 00:00:00,TikTok,Solo,4,Setter B,Closer B
L-11298,2025-06-01 00:00:00,Cold Outreach,2-5 agents,8,Setter A,Closer D
L-11299,2025-02-22 00:00:00,Meta,16+ agents,4,Setter B,Closer B
L-11300,2025-06-16 00:00:00,Google Search,16+ agents,4,Setter C,Closer A
L-11301,2025-02-10 00:00:00,LinkedIn,6-15 agents,9,Setter A,Closer D
L-11302,2025-04-07 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-11303,2025-05-17 00:00:00,Google Search,2-5 agents,8,Setter B,Closer A
L-11304,2025-06-26 00:00:00,Google Search,6-15 agents,8,Setter C,Closer C
L-11305,2025-05-29 00:00:00,Meta,6-15 agents,3,Setter B,Closer B
L-11306,2025-06-06 00:00:00,Meta,2-5 agents,3,Setter B,Closer C
L-11307,2025-03-23 00:00:00,Google Search,6-15 agents,5,Setter B,Closer A
L-11308,2025-02-21 00:00:00,Meta,Solo,5,Setter B,Closer A
L-11309,2025-03-17 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer C
L-11310,2025-06-22 00:00:00,Referral,2-5 agents,10,Setter C,Closer D
L-11311,2025-03-16 00:00:00,Meta,16+ agents,7,Setter B,Closer A
L-11312,2025-04-26 00:00:00,Meta,2-5 agents,6,Setter B,Closer A
L-11313,2025-03-02 00:00:00,Cold Outreach,Solo,3,Setter C,Closer A
L-11314,2025-02-19 00:00:00,Meta,2-5 agents,4,Setter A,Closer D
L-11315,2025-04-16 00:00:00,Google Search,2-5 agents,3,Setter C,Closer B
L-11316,2025-05-18 00:00:00,Meta,2-5 agents,8,Setter C,Closer B
L-11317,2025-03-05 00:00:00,TikTok,Solo,5,Setter A,Closer C
L-11318,2025-06-27 00:00:00,Meta,Solo,6,Setter B,Closer C
L-11319,2025-05-22 00:00:00,Google Search,6-15 agents,7,Setter C,Closer D
L-11320,2025-02-16 00:00:00,LinkedIn,16+ agents,10,Setter B,Closer C
L-11321,2025-03-02 00:00:00,Google Search,6-15 agents,8,Setter A,Closer A
L-11322,2025-04-30 00:00:00,Meta,Solo,5,Setter A,Closer C
L-11323,2025-02-26 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer A
L-11324,2025-05-17 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-11325,2025-06-26 00:00:00,Meta,Solo,7,Setter A,Closer B
L-11326,2025-04-16 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-11327,2025-06-18 00:00:00,Google Search,16+ agents,8,Setter A,Closer D
L-11328,2025-05-29 00:00:00,Meta,2-5 agents,3,Setter C,Closer D
L-11329,2025-01-31 00:00:00,TikTok,6-15 agents,3,Setter B,Closer B
L-11330,2025-06-19 00:00:00,LinkedIn,16+ agents,9,Setter B,Closer C
L-11331,2025-05-03 00:00:00,Google Search,2-5 agents,7,Setter A,Closer B
L-11332,2025-06-29 00:00:00,Google Search,2-5 agents,5,Setter A,Closer A
L-11333,2025-03-13 00:00:00,Google Search,Solo,7,Setter C,Closer B
L-11334,2025-06-12 00:00:00,TikTok,2-5 agents,1,Setter A,Closer C
L-11335,2025-06-21 00:00:00,Meta,6-15 agents,8,Setter A,Closer B
L-11336,2025-01-28 00:00:00,TikTok,6-15 agents,1,Setter B,Closer C
L-11337,2025-03-13 00:00:00,Meta,16+ agents,6,Setter B,Closer C
L-11338,2025-05-10 00:00:00,Meta,Solo,6,Setter A,Closer C
L-11339,2025-04-09 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer A
L-11340,2025-06-24 00:00:00,Google Search,2-5 agents,8,Setter A,Closer C
L-11341,2025-03-03 00:00:00,Meta,16+ agents,7,Setter B,Closer A
L-11342,2025-06-21 00:00:00,Google Search,6-15 agents,3,Setter A,Closer D
L-11343,2025-04-13 00:00:00,TikTok,16+ agents,2,Setter B,Closer B
L-11344,2025-05-28 00:00:00,LinkedIn,Solo,8,Setter C,Closer A
L-11345,2025-05-31 00:00:00,LinkedIn,Solo,8,Setter C,Closer A
L-11346,2025-06-11 00:00:00,TikTok,16+ agents,1,Setter A,Closer C
L-11347,2025-06-24 00:00:00,Google Search,16+ agents,5,Setter A,Closer C
L-11348,2025-06-10 00:00:00,TikTok,Solo,5,Setter B,Closer C
L-11349,2025-05-02 00:00:00,Google Search,2-5 agents,8,Setter C,Closer B
L-11350,2025-03-22 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer A
L-11351,2025-05-01 00:00:00,Google Search,6-15 agents,6,Setter C,Closer C
L-11352,2025-05-18 00:00:00,Google Search,Solo,3,Setter C,Closer D
L-11353,2025-05-05 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-11354,2025-02-28 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer C
L-11355,2025-03-31 00:00:00,Referral,6-15 agents,10,Setter B,Closer A
L-11356,2025-05-05 00:00:00,LinkedIn,2-5 agents,9,Setter B,Closer B
L-11357,2025-05-29 00:00:00,Meta,6-15 agents,8,Setter C,Closer D
L-11358,2025-06-25 00:00:00,TikTok,6-15 agents,5,Setter C,Closer B
L-11359,2025-03-22 00:00:00,Meta,6-15 agents,5,Setter C,Closer C
L-11360,2025-01-12 00:00:00,TikTok,6-15 agents,5,Setter C,Closer A
L-11361,2025-05-02 00:00:00,Meta,16+ agents,5,Setter B,Closer A
L-11362,2025-06-10 00:00:00,Meta,6-15 agents,3,Setter A,Closer C
L-11363,2025-02-25 00:00:00,Referral,Solo,9,Setter A,Closer C
L-11364,2025-06-21 00:00:00,Meta,6-15 agents,6,Setter C,Closer A
L-11365,2025-06-27 00:00:00,Meta,16+ agents,8,Setter A,Closer C
L-11366,2025-06-26 00:00:00,Google Search,Solo,8,Setter B,Closer B
L-11367,2025-06-05 00:00:00,TikTok,2-5 agents,4,Setter A,Closer D
L-11368,2025-06-28 00:00:00,Google Search,6-15 agents,5,Setter C,Closer D
L-11369,2025-02-27 00:00:00,TikTok,Solo,1,Setter B,Closer D
L-11370,2025-05-11 00:00:00,Google Search,6-15 agents,7,Setter A,Closer D
L-11371,2025-03-19 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-11372,2025-04-24 00:00:00,Google Search,6-15 agents,4,Setter C,Closer B
L-11373,2025-06-23 00:00:00,Cold Outreach,2-5 agents,4,Setter B,Closer C
L-11374,2025-06-11 00:00:00,Google Search,2-5 agents,5,Setter C,Closer C
L-11375,2025-03-31 00:00:00,Referral,16+ agents,10,Setter C,Closer C
L-11376,2025-04-15 00:00:00,Cold Outreach,6-15 agents,4,Setter B,Closer D
L-11377,2025-06-05 00:00:00,Meta,Solo,6,Setter B,Closer A
L-11378,2025-06-09 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-11379,2025-06-03 00:00:00,TikTok,Solo,2,Setter B,Closer B
L-11380,2025-03-02 00:00:00,TikTok,2-5 agents,4,Setter A,Closer B
L-11381,2025-06-09 00:00:00,Meta,Solo,5,Setter A,Closer D
L-11382,2025-06-18 00:00:00,Google Search,2-5 agents,7,Setter B,Closer D
L-11383,2025-04-08 00:00:00,Google Search,2-5 agents,5,Setter B,Closer B
L-11384,2025-03-16 00:00:00,Meta,Solo,3,Setter A,Closer B
L-11385,2025-06-03 00:00:00,Google Search,Solo,4,Setter B,Closer B
L-11386,2025-03-27 00:00:00,TikTok,16+ agents,2,Setter B,Closer B
L-11387,2025-06-13 00:00:00,Meta,16+ agents,8,Setter B,Closer B
L-11388,2025-04-13 00:00:00,Meta,16+ agents,8,Setter B,Closer D
L-11389,2025-03-28 00:00:00,Google Search,16+ agents,3,Setter B,Closer A
L-11390,2025-03-21 00:00:00,Cold Outreach,6-15 agents,7,Setter A,Closer B
L-11391,2025-05-30 00:00:00,LinkedIn,Solo,10,Setter C,Closer D
L-11392,2025-05-25 00:00:00,Meta,16+ agents,3,Setter C,Closer D
L-11393,2025-05-29 00:00:00,Google Search,2-5 agents,4,Setter B,Closer D
L-11394,2025-06-09 00:00:00,TikTok,16+ agents,3,Setter C,Closer D
L-11395,2025-04-03 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-11396,2025-05-18 00:00:00,Google Search,6-15 agents,3,Setter B,Closer A
L-11397,2025-05-29 00:00:00,Meta,2-5 agents,7,Setter B,Closer C
L-11398,2025-04-01 00:00:00,Google Search,2-5 agents,8,Setter B,Closer B
L-11399,2025-06-06 00:00:00,Meta,16+ agents,4,Setter A,Closer D
L-11400,2025-03-10 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer D
L-11401,2025-05-27 00:00:00,Meta,2-5 agents,5,Setter A,Closer B
L-11402,2025-01-11 00:00:00,Google Search,Solo,3,Setter A,Closer B
L-11403,2025-05-14 00:00:00,Google Search,2-5 agents,6,Setter B,Closer A
L-11404,2025-04-03 00:00:00,Meta,6-15 agents,7,Setter C,Closer D
L-11405,2025-06-06 00:00:00,Google Search,2-5 agents,7,Setter A,Closer D
L-11406,2025-05-26 00:00:00,Google Search,2-5 agents,4,Setter A,Closer C
L-11407,2025-04-17 00:00:00,Google Search,2-5 agents,3,Setter A,Closer D
L-11408,2025-02-11 00:00:00,Google Search,16+ agents,4,Setter A,Closer D
L-11409,2025-03-28 00:00:00,Meta,16+ agents,8,Setter C,Closer D
L-11410,2025-05-30 00:00:00,TikTok,16+ agents,5,Setter B,Closer D
L-11411,2025-06-13 00:00:00,TikTok,16+ agents,4,Setter B,Closer B
L-11412,2025-03-21 00:00:00,TikTok,6-15 agents,3,Setter B,Closer B
L-11413,2025-03-24 00:00:00,Meta,Solo,3,Setter A,Closer B
L-11414,2025-04-02 00:00:00,Google Search,16+ agents,3,Setter B,Closer D
L-11415,2025-05-25 00:00:00,Google Search,6-15 agents,3,Setter A,Closer C
L-11416,2025-06-10 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-11417,2025-06-12 00:00:00,Meta,2-5 agents,5,Setter C,Closer A
L-11418,2025-03-04 00:00:00,Meta,16+ agents,5,Setter C,Closer A
L-11419,2025-03-06 00:00:00,Meta,Solo,7,Setter B,Closer C
L-11420,2025-05-19 00:00:00,Meta,16+ agents,3,Setter C,Closer C
L-11421,2025-02-23 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-11422,2025-05-12 00:00:00,Referral,16+ agents,10,Setter B,Closer C
L-11423,2025-03-30 00:00:00,Cold Outreach,6-15 agents,6,Setter A,Closer B
L-11424,2025-06-21 00:00:00,TikTok,Solo,5,Setter A,Closer B
L-11425,2025-06-13 00:00:00,Meta,Solo,5,Setter C,Closer D
L-11426,2025-05-30 00:00:00,TikTok,2-5 agents,3,Setter B,Closer D
L-11427,2025-04-21 00:00:00,Meta,Solo,8,Setter A,Closer D
L-11428,2025-06-07 00:00:00,Referral,Solo,10,Setter A,Closer A
L-11429,2025-05-28 00:00:00,Google Search,16+ agents,8,Setter B,Closer C
L-11430,2025-05-28 00:00:00,TikTok,2-5 agents,2,Setter B,Closer B
L-11431,2025-04-19 00:00:00,Meta,Solo,3,Setter C,Closer A
L-11432,2025-05-10 00:00:00,Google Search,16+ agents,6,Setter A,Closer C
L-11433,2025-05-30 00:00:00,TikTok,6-15 agents,4,Setter A,Closer D
L-11434,2025-01-30 00:00:00,TikTok,16+ agents,5,Setter B,Closer A
L-11435,2025-04-13 00:00:00,LinkedIn,6-15 agents,8,Setter A,Closer D
L-11436,2025-04-12 00:00:00,Meta,Solo,3,Setter A,Closer C
L-11437,2025-05-08 00:00:00,Referral,6-15 agents,9,Setter C,Closer C
L-11438,2025-06-11 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-11439,2025-05-08 00:00:00,Meta,6-15 agents,7,Setter C,Closer C
L-11440,2025-04-29 00:00:00,Meta,Solo,6,Setter C,Closer B
L-11441,2025-01-16 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer C
L-11442,2025-06-20 00:00:00,Cold Outreach,Solo,4,Setter C,Closer C
L-11443,2025-05-18 00:00:00,Meta,6-15 agents,3,Setter A,Closer D
L-11444,2025-04-17 00:00:00,Google Search,2-5 agents,8,Setter A,Closer A
L-11445,2025-01-21 00:00:00,Google Search,16+ agents,4,Setter C,Closer D
L-11446,2025-05-26 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer B
L-11447,2025-03-24 00:00:00,LinkedIn,6-15 agents,9,Setter A,Closer A
